1,883.9400000572205
2,755.1099994182587
3,944.0199995040894
4,1006.9799995422363
5,734.2899994850159
6,750.1399991512299
7,611.4999995231628
8,545.0199999809265
9,352.91999983787537
10,587.7200000286102
11,913.5300002098083
12,865.4200003147125
13,1217.880000114441
14,1702.3899993896484
15,1721.0899994373322
16,1424.029999256134
17,1209.9599993228912
18,1323.0599994659424
19,1259.549998998642
20,773.0699994564056
21,958.7099997997284
22,1006.039999961853
23,920.9699997901917
24,848.4899995326996
25,944.6600003242493
26,941.4500002861023
27,988.1800000667572
28,1071.8100004196167
29,1618.3400003910065
30,1631.7200005054474
31,1331.7000005245209
32,1653.8000001907349
33,1598.1200003623962
34,1600.5099999904633
35,1160.9500000476837
36,1040.1600003242493
37,1060.7000002861023
38,932.0600004196167
39,919.0000002384186
40,812.7000000476837
41,708.079999923706
42,691.0399997234344
43,601.4199995994568
44,711.2600002288818
45,774.8700001239777
46,765.4600002765656
47,753.1000003814697
48,769.2100005149841
49,930.32000041008
50,657.1299998760223
51,454.05999994277954
52,446.16999983787537
53,489.8199999332428
54,578.2199995517731
55,435.2799997329712
56,453.9299998283386
57,849.9199998378754
58,1473.3399996757507
59,1512.1699993610382
60,1608.4399995803833
61,1727.67999958992
62,1658.9199995994568
63,1664.2799994945526
64,1292.42999958992
65,1333.8499999046326
66,1179.2099997997284
67,1113.3499999046326
68,1194.7599999904633
69,859.0900001525879
70,691.6499998569489
71,797.6599998474121
72,980.849999666214
73,912.7199995517731
74,1184.2199993133545
75,1134.6999990940094
76,1041.2999994754791
77,929.3799993991852
78,794.9699997901917
79,848.329999923706
80,1187.5699999332428
81,1140.4699997901917
82,1188.659999847412
83,1507.0700006484985
84,1554.700001001358
85,1506.010000705719
86,891.9200010299683
87,1008.4600012302399
88,1361.150001525879
89,1009.700001001358
90,1324.380000591278
91,1470.8100006580353
92,2082.1300010681152
93,1972.2700011730194
94,1865.1300010681152
95,1946.030000925064
96,1509.7300009727478
97,1350.8600010871887
98,688.9600005149841
99,695.6700005531311
100,506.9700002670288
101,376.89000034332275
102,423.87000036239624
103,459.2000000476837
104,432.24000000953674
105,603.3499999046326
106,523.2999999523163
107,666.5699999332428
108,680.5599999427795
109,947.7900002002716
110,1033.240000486374
111,1052.5599999427795
112,1077.6100001335144
113,1248.519999742508
114,1512.3399996757507
115,1374.8499994277954
116,1426.589998960495
117,1239.3199994564056
118,1439.5099992752075
