1,1671.3299987316132
2,1799.0599992275238
3,2123.269999027252
4,2629.2199988365173
5,2384.8499987125397
6,2393.1699998378754
7,2856.310000181198
8,3258.080000638962
9,3724.670001268387
10,3371.730001926422
11,3401.5900020599365
12,3075.1700015068054
13,2647.9000012874603
14,3130.020000219345
15,4301.619998693466
16,3759.7099981307983
17,3932.5899980068207
18,4903.699998855591
19,5241.139998674393
20,5377.299998521805
21,4819.229999303818
22,4858.159998893738
23,5724.769998550415
24,4894.049997806549
25,4499.959998846054
26,3450.179999113083
27,2731.489999294281
28,3987.0400009155273
29,3890.5200021266937
30,3930.8100023269653
