1,1094.059999704361
2,1127.8399996757507
3,1716.7899990081787
4,1506.9599993228912
5,2065.8499987125397
6,2218.4299988746643
7,2170.6999986171722
8,2188.369998693466
9,2875.490000486374
10,3167.7400000095367
11,2815.939999818802
12,2561.7200000286102
13,2543.590000152588
14,2378.610000371933
15,1134.2299993038177
16,828.5399994850159
17,888.289999961853
18,894.6700003147125
19,969.210000038147
20,1385.6400001049042
21,1375.880000114441
22,1465.2200002670288
23,1030.7000005245209
24,1488.2300004959106
25,1702.840000152588
26,1277.8099999427795
27,1949.8700001239777
28,1802.039999961853
29,2396.2499997615814
30,2018.8699991703033
31,2121.789999485016
32,2224.0799992084503
33,1446.6399989128113
34,1873.459998369217
35,1465.2499985694885
36,1595.1799983978271
37,1544.56999874115
38,1738.6199991703033
39,2335.679998397827
40,2344.03999876976
41,2432.06999874115
42,2736.909998893738
43,2451.479999065399
44,2174.2899990081787
45,1718.389999628067
46,1553.5
47,1495.960000038147
48,1216.2400000095367
49,1606.8199994564056
50,2160.500000476837
51,2038.8700006008148
52,2269.920000553131
53,2087.8200006484985
54,1766.6800010204315
55,1342.3500015735626
56,850.6200003623962
57,1696.64000082016
58,1212.6200006008148
59,1414.7300004959106
60,2806.1300020217896
61,3100.4100017547607
