1,2967.9199991226196
2,3831.0799992084503
3,3516.8099987506866
4,3331.669998884201
5,3864.60999917984
6,4213.170000076294
7,5001.060000181198
8,4124.770000219345
9,4002.9700009822845
10,4756.430000782013
11,3838.7100007534027
12,3455.250000476837
13,3829.899999856949
14,4543.420000076294
15,3930.129999399185
16,4947.079999446869
17,5611.309999465942
18,5119.030000209808
19,4714.159999370575
20,4521.419998407364
21,4614.129998445511
22,2751.3299984931946
23,2232.5299985408783
24,1988.8599984645844
25,1987.5499994754791
26,1867.2600002288818
27,3151.319999694824
28,3029.449999809265
